Time (Seconds), 0 RightEyeX, 0 RightEyeY, 0 RightEyeZ, 0 LeftEyeX, 0 LeftEyeY, 0 LeftEyeZ, 0 RightPupilX, 0 RightPupilY, 0 RightPupilZ, 0 LeftPupilX, 0 LeftPupilY, 0 LeftPupilZ, 0 VergenceX, 0 VergenceY, 0 VergenceZ, 0 HeadX, 0 HeadY, 0 HeadZ, 0 HeadRotationX, 0 HeadRotationY, 0 HeadRotationZ, 2 RightEyeX, 2 RightEyeY, 2 RightEyeZ, 2 LeftEyeX, 2 LeftEyeY, 2 LeftEyeZ, 2 RightPupilX, 2 RightPupilY, 2 RightPupilZ, 2 LeftPupilX, 2 LeftPupilY, 2 LeftPupilZ, 2 VergenceX, 2 VergenceY, 2 VergenceZ, 2 HeadX, 2 HeadY, 2 HeadZ, 2 HeadRotationX, 2 HeadRotationY, 2 HeadRotationZ, StandardDeviation Absolute, StandardDeviationX, StandardDeviationY, StandardDeviationZ, StandardDeviation Sample Size, 
0.1500003, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0, 0, 0, 0.04486408, 1.162255, -0.9965962, 0.1060767, 1.157837, -0.981885, -0.13, 0.79, -0.4, -0.13, 0.79, -0.4, -0.01354836, 1.067592, -0.674188, 0.07547037, 1.160046, -0.9892406, -0.3099596, 3.228111, 0.101212, , , , , , 
0.166667, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0, 0, 0, 0.04435558, 1.16153, -0.9954927, 0.1054928, 1.15723, -0.9804369, -0.13, 0.79, -0.4, -0.13, 0.79, -0.4, -0.04526649, 1.030545, -0.5570813, 0.07492416, 1.15938, -0.9879648, -0.3158475, 3.222758, 0.09820848, 0, 0, 0, 0, 0, 
0.1833337, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0, 0, 0, 0.0445933, 1.160571, -0.9938992, 0.1055094, 1.155967, -0.9780576, -0.13, 0.79, -0.4, -0.13, 0.79, -0.4, -0.07397679, 0.9960828, -0.4464046, 0.07505134, 1.158269, -0.9859784, -0.3091101, 3.209567, 0.09831916, , , , , , 
0.2000004, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0, 0, 0, , , , , , , , , , , , , , , , , , , , , , 0, 0, 0, 0, 0, 
0.2166671, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0, 0, 0, 0.04412362, 1.158089, -0.9906274, 0.1049983, 1.154043, -0.9744774, -0.13, 0.79, -0.4, -0.13, 0.79, -0.4, -0.09813455, 0.9661804, -0.3501386, 0.07456097, 1.156066, -0.9825524, -0.3071646, 3.207766, 0.08826284, 0, 0, 0, 0, 0, 
0.2333338, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0, 0, 0, 0.04559457, 1.158645, -0.9904211, 0.106495, 1.15483, -0.9743116, -0.13, 0.79, -0.4, -0.13, 0.79, -0.4, -0.1375701, 0.9180585, -0.1958047, 0.07604477, 1.156737, -0.9823663, -0.3138652, 3.209003, 0.08543342, 0, 0, 0, 0, 0, 
0.2500005, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0, 0, 0, 0.04683854, 1.158491, -0.989379, 0.1078549, 1.155155, -0.9736058, -0.13, 0.79, -0.4, -0.13, 0.79, -0.4, -0.1860927, 0.8586696, -0.005178124, 0.07734674, 1.156823, -0.9814924, -0.3164121, 3.216515, 0.08013065, 0, 0, 0, 0, 0, 
0.2666672, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0, 0, 0, 0.04761156, 1.157516, -0.9879027, 0.1086735, 1.155023, -0.97215, -0.13, 0.79, -0.4, -0.13, 0.79, -0.4, -0.2584887, 0.7709305, 0.2765405, 0.07814252, 1.156269, -0.9800264, -0.316494, 3.221143, 0.06758275, 0, 0, 0, 0, 0, 
0.2833339, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0, 0, 0, 0.04913837, 1.156653, -0.985701, 0.1103148, 1.154532, -0.9703431, -0.13, 0.79, -0.4, -0.13, 0.79, -0.4, -0.3755313, 0.6303613, 0.7267789, 0.07972658, 1.155593, -0.978022, -0.3162442, 3.229194, 0.06397655, , , , , , 
0.3000006, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0, 0, 0, 0.0498557, 1.156847, -0.9843678, 0.1114534, 1.154421, -0.9708487, -0.13, 0.79, -0.4, -0.13, 0.79, -0.4, -0.5454399, 0.4272498, 1.37885, 0.08065454, 1.155634, -0.9776083, -0.316542, 3.256171, 0.07784951, 0, 0, 0, 0, 0, 
0.3166673, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0, 0, 0, 0.05115949, 1.156201, -0.9825675, 0.1131009, 1.154454, -0.9706041, -0.13, 0.79, -0.4, -0.13, 0.79, -0.4, -0.7734413, 0.1545357, 2.254987, 0.08213021, 1.155327, -0.9765858, -0.3182701, 3.283448, 0.07567373, 0, 0, 0, 0, 0, 
0.333334, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0, 0, 0, 0.05244608, 1.154881, -0.9795817, 0.1145048, 1.153563, -0.9681844, -0.13, 0.79, -0.4, -0.13, 0.79, -0.4, -1.012448, -0.1316729, 3.180352, 0.08347545, 1.154222, -0.973883, -0.3235156, 3.293918, 0.07284082, 0, 0, 0, 0, 0, 
0.3500007, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0, 0, 0, 0.05370799, 1.154633, -0.9776603, 0.1157939, 1.153944, -0.966356, -0.13, 0.79, -0.4, -0.13, 0.79, -0.4, -1.140204, -0.2848143, 3.683296, 0.08475094, 1.154289, -0.9720082, -0.3341089, 3.297838, 0.06549608, 0, 0, 0, 0, 0, 
0.3666674, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0, 0, 0, 0.05514322, 1.15528, -0.9778996, 0.1173036, 1.155395, -0.9669911, -0.13, 0.79, -0.4, -0.13, 0.79, -0.4, -1.143652, -0.2887314, 3.708063, 0.08622341, 1.155337, -0.9724454, -0.3370339, 3.307856, 0.0559906, , , , , , 
0.3833341, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0, 0, 0, 0.05682987, 1.154441, -0.9762901, 0.1188203, 1.155049, -0.9644688, -0.13, 0.79, -0.4, -0.13, 0.79, -0.4, -1.156546, -0.3007923, 3.761418, 0.08782506, 1.154745, -0.9703795, -0.3260251, 3.29695, 0.0421108, 0, 0, 0, 0, 0, 
0.4000008, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0, 0, 0, 0.05914994, 1.154834, -0.9763514, 0.1209673, 1.155967, -0.9636924, -0.13, 0.79, -0.4, -0.13, 0.79, -0.4, -1.21192, -0.3595566, 3.967079, 0.09005862, 1.155401, -0.9700219, -0.3277179, 3.286676, 0.03016345, 0, 0, 0, 0, 0, 
0.4166675, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0, 0, 0, 0.06111883, 1.15551, -0.9770095, 0.1228413, 1.156885, -0.9639187, -0.13, 0.79, -0.4, -0.13, 0.79, -0.4, -1.280349, -0.4298984, 4.211005, 0.09198006, 1.156198, -0.9704641, -0.3289011, 3.281228, 0.02446419, 0, 0, 0, 0, 0, 
0.4333342, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0, 0, 0, 0.06243555, 1.155095, -0.9765183, 0.1241654, 1.156768, -0.9634973, -0.13, 0.79, -0.4, -0.13, 0.79, -0.4, -1.343626, -0.4917821, 4.423025, 0.09330048, 1.155931, -0.9700078, -0.327098, 3.283823, 0.0200866, , , , , , 
0.4500009, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0, 0, 0, 0.06491289, 1.156431, -0.9782688, 0.1266261, 1.158142, -0.9651742, -0.13, 0.79, -0.4, -0.13, 0.79, -0.4, -1.456007, -0.6093089, 4.812296, 0.09576952, 1.157286, -0.9717215, -0.3297476, 3.282825, 0.01951937, 0, 0, 0, 0, 0, 
0.4666676, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0, 0, 0, 0.06651986, 1.156537, -0.9789401, 0.1282399, 1.158041, -0.965852, -0.13, 0.79, -0.4, -0.13, 0.79, -0.4, -1.638226, -0.8057849, 5.45429, 0.09737987, 1.157289, -0.9723961, -0.3280723, 3.281927, 0.02243662, 0, 0, 0, 0, 0, 
0.4833343, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0, 0, 0, 0.06876909, 1.156569, -0.9801107, 0.1303235, 1.158212, -0.9662806, -0.13, 0.79, -0.4, -0.13, 0.79, -0.4, -1.770143, -0.945908, 5.904356, 0.09954631, 1.157391, -0.9731956, -0.3313224, 3.271163, 0.01690329, 0, 0, 0, 0, 0, 
0.500001, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0, 0, 0, 0.07104805, 1.157372, -0.9824699, 0.1325563, 1.159019, -0.9684366, -0.13, 0.79, -0.4, -0.13, 0.79, -0.4, -1.758883, -0.9246065, 5.827184, 0.1018022, 1.158196, -0.9754533, -0.3391152, 3.267933, 0.01675614, 0, 0, 0, 0, 0, 
0.5166677, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0, 0, 0, 0.07265259, 1.156975, -0.9847237, 0.1338404, 1.158961, -0.9693932, -0.13, 0.79, -0.4, -0.13, 0.79, -0.4, -1.631521, -0.7747772, 5.329916, 0.1032465, 1.157968, -0.9770585, -0.3443551, 3.249695, 0.005267305, , , , , , 
0.5333344, , , , , , , , , , , , , , , , , , , , , , 0.07442953, 1.157144, -0.9864615, 0.1355487, 1.15895, -0.9708377, -0.13, 0.79, -0.4, -0.13, 0.79, -0.4, -1.472339, -0.5913361, 4.723058, 0.1049891, 1.158047, -0.9786496, -0.3555361, 3.244167, 0.007487035, 0, 0, 0, 0, 0, 
0.5500011, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0, 0, 0, 0.07554685, 1.156689, -0.9868358, 0.136728, 1.158402, -0.9714458, -0.13, 0.79, -0.4, -0.13, 0.79, -0.4, -1.295896, -0.3903324, 4.060459, 0.1061374, 1.157546, -0.9791408, -0.359544, 3.247213, 0.01061746, 0, 0, 0, 0, 0, 
0.5666678, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0, 0, 0, 0.07697996, 1.157193, -0.9887539, 0.1380265, 1.158574, -0.9728059, -0.13, 0.79, -0.4, -0.13, 0.79, -0.4, -1.121864, -0.1943311, 3.41576, 0.1075032, 1.157883, -0.9807799, -0.36791, 3.236743, 0.01316467, 0, 0, 0, 0, 0, 
0.5833344, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0, 0, 0, 0.078819, 1.157513, -0.9902492, 0.1396222, 1.158781, -0.9733884, -0.13, 0.79, -0.4, -0.13, 0.79, -0.4, -0.9555057, -0.00742954, 2.805576, 0.1092206, 1.158147, -0.9818188, -0.3731457, 3.222074, 0.009892095, 0, 0, 0, 0, 0, 
0.6000012, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0, 0, 0, 0.07956149, 1.157502, -0.9917919, 0.1404409, 1.159607, -0.9752937, -0.13, 0.79, -0.4, -0.13, 0.79, -0.4, -0.8332421, 0.1297643, 2.358108, 0.1100012, 1.158555, -0.9835428, -0.3750888, 3.232357, -0.0001669849, 0, 0, 0, 0, 0, 
0.6166679, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0, 0, 0, 0.08038241, 1.157487, -0.9919004, 0.1410458, 1.15924, -0.9745858, -0.13, 0.79, -0.4, -0.13, 0.79, -0.4, -0.7575751, 0.2148825, 2.076848, 0.1107141, 1.158364, -0.9832431, -0.3793954, 3.217862, 0.0004635633, , , , , , 
0.6333346, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0, 0, 0, 0.08185963, 1.158949, -0.993865, 0.142519, 1.159616, -0.9764606, -0.13, 0.79, -0.4, -0.13, 0.79, -0.4, -0.696256, 0.2849686, 1.846676, 0.1121893, 1.159282, -0.9851628, -0.3855706, 3.210115, 0.0163736, 0, 0, 0, 0, 0, 
0.6500013, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0, 0, 0, 0.08228683, 1.159579, -0.9940354, 0.1431682, 1.159591, -0.9774106, -0.13, 0.79, -0.4, -0.13, 0.79, -0.4, -0.6482784, 0.3411797, 1.661087, 0.1127275, 1.159585, -0.985723, -0.3910909, 3.217961, 0.03123127, 0, 0, 0, 0, 0, 
0.6666681, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0, 0, 0, 0.082117, 1.158349, -0.9928395, 0.1426999, 1.157943, -0.9751627, -0.13, 0.79, -0.4, -0.13, 0.79, -0.4, -0.596939, 0.4020411, 1.462546, 0.1124084, 1.158146, -0.984001, -0.390848, 3.19941, 0.03076998, 0, 0, 0, 0, 0, 
0.6833347, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0, 0, 0, 0.08250307, 1.158616, -0.9926668, 0.1433524, 1.157839, -0.9759432, -0.13, 0.79, -0.4, -0.13, 0.79, -0.4, -0.5352777, 0.4738052, 1.228387, 0.1129277, 1.158228, -0.984305, -0.3892388, 3.211756, 0.04205413, 0, 0, 0, 0, 0, 
0.7000014, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0, 0, 0, 0.08293535, 1.15894, -0.9940584, 0.143682, 1.157418, -0.9770159, -0.13, 0.79, -0.4, -0.13, 0.79, -0.4, -0.4694801, 0.54928, 0.9828628, 0.1133087, 1.158179, -0.9855371, -0.3730561, 3.20318, 0.04998055, , , , , , 
0.7166681, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0, 0, 0, 0.08197282, 1.15793, -0.9906445, 0.1430313, 1.155085, -0.9749382, -0.13, 0.79, -0.4, -0.13, 0.79, -0.4, -0.3983727, 0.629626, 0.7228911, 0.1125021, 1.156507, -0.9827913, -0.3691421, 3.21612, 0.07712801, 0, 0, 0, 0, 0, 
0.7333348, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0, 0, 0, 0.08204048, 1.156936, -0.9876466, 0.1431348, 1.153731, -0.9721503, -0.13, 0.79, -0.4, -0.13, 0.79, -0.4, -0.336482, 0.699361, 0.4984076, 0.1125876, 1.155333, -0.9798984, -0.367175, 3.21737, 0.08351959, 0, 0, 0, 0, 0, 
0.7500015, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0, 0, 0, 0.0820368, 1.156662, -0.9857677, 0.1429686, 1.152773, -0.9697957, -0.13, 0.79, -0.4, -0.13, 0.79, -0.4, -0.2777732, 0.7645677, 0.289335, 0.1125027, 1.154718, -0.9777817, -0.3637281, 3.206329, 0.0905932, 0, 0, 0, 0, 0, 
0.7666682, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0, 0, 0, 0.08157957, 1.156477, -0.9845554, 0.1423175, 1.152041, -0.9679981, -0.13, 0.79, -0.4, -0.13, 0.79, -0.4, -0.2402124, 0.8073441, 0.152253, 0.1119486, 1.154259, -0.9762768, -0.3562787, 3.194783, 0.09483613, , , , , , 
0.7833349, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0, 0, 0, 0.08111099, 1.156538, -0.982843, 0.1420674, 1.151406, -0.9673221, -0.13, 0.79, -0.4, -0.13, 0.79, -0.4, -0.2194329, 0.8325131, 0.07125568, 0.1115892, 1.153972, -0.9750826, -0.3523962, 3.207123, 0.1108032, 0, 0, 0, 0, 0, 
0.8000016, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0, 0, 0, 0.08046377, 1.156139, -0.9819615, 0.1418635, 1.152343, -0.9678696, -0.13, 0.79, -0.4, -0.13, 0.79, -0.4, -0.2091235, 0.8473361, 0.02404941, 0.1111637, 1.154241, -0.9749155, -0.3419894, 3.237839, 0.09804766, 0, 0, 0, 0, 0, 
0.8166683, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0, 0, 0, 0.07967868, 1.155535, -0.9798385, 0.1410368, 1.152054, -0.9654863, -0.13, 0.79, -0.4, -0.13, 0.79, -0.4, -0.2195217, 0.8425442, 0.04138923, 0.1103577, 1.153794, -0.9726624, -0.3379039, 3.235948, 0.0915586, 0, 0, 0, 0, 0, 
0.833335, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0, 0, 0, 0.07782123, 1.154992, -0.9779191, 0.1392237, 1.152038, -0.9636386, -0.13, 0.79, -0.4, -0.13, 0.79, -0.4, -0.2376176, 0.8314379, 0.07942932, 0.1085225, 1.153515, -0.9707789, -0.3225085, 3.2412, 0.0825609, , , , , , 
0.8500017, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0.13, 0.79, 0.4, 0, 0, 0, 0.07617439, 1.155064, -0.9766475, 0.1377472, 1.152521, -0.9630371, -0.13, 0.79, -0.4, -0.13, 0.79, -0.4, -0.2844685, 0.7939458, 0.2015629, 0.1069608, 1.153793, -0.9698423, -0.3124043, 3.254489, 0.07869018, 0, 0, 0, 0, 0, 
